epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,625.125,1.11866,0.53773,0.89648,0.99936,1,0.995,0.66445,1.14589,0.5431,0.89164,0.000891345,0.000891345,0.000891345
49,71267.3,1.1327,0.5382,0.9087,0.99946,1,0.995,0.68534,1.1371,0.53711,0.89403,0.000874842,0.000874842,0.000874842
50,71286.9,1.07684,0.54269,0.88265,0.99943,1,0.995,0.7066,1.07063,0.51769,0.88063,0.000858338,0.000858338,0.000858338
51,71303.3,1.08423,0.53015,0.88509,0.99936,1,0.995,0.72071,1.05877,0.50887,0.8724,0.000841835,0.000841835,0.000841835
52,71321,1.0869,0.52546,0.88075,0.99932,1,0.995,0.71182,1.05705,0.51392,0.87138,0.000825332,0.000825332,0.000825332
53,71339.3,1.11182,0.5292,0.89489,0.9994,1,0.995,0.7085,1.03984,0.50833,0.87429,0.000808828,0.000808828,0.000808828
54,71355.8,1.13057,0.54123,0.89119,0.99942,1,0.995,0.69474,1.09664,0.53448,0.88335,0.000792325,0.000792325,0.000792325
55,71374.2,1.1125,0.55474,0.90061,0.99928,1,0.995,0.6887,1.11151,0.54832,0.88732,0.000775822,0.000775822,0.000775822
56,71393.7,1.07129,0.52251,0.88451,0.99931,1,0.995,0.71952,1.06729,0.52504,0.88003,0.000759318,0.000759318,0.000759318
57,71411.1,1.08848,0.52876,0.89508,0.99932,1,0.995,0.699,1.05667,0.5104,0.87964,0.000742815,0.000742815,0.000742815
58,71424.1,1.07219,0.52381,0.89238,0.99894,1,0.995,0.70778,1.05684,0.52225,0.87283,0.000726312,0.000726312,0.000726312
59,71436.5,1.11774,0.53312,0.90691,0.99877,1,0.995,0.71068,1.05187,0.52267,0.86977,0.000709809,0.000709809,0.000709809
60,71449.1,1.08258,0.52096,0.90014,0.99939,1,0.995,0.69368,1.07323,0.50265,0.87679,0.000693305,0.000693305,0.000693305
61,71461.4,1.06645,0.49692,0.89225,0.99942,1,0.995,0.70402,1.08001,0.50051,0.87848,0.000676802,0.000676802,0.000676802
62,71473.3,1.09194,0.50833,0.90112,0.99938,1,0.995,0.69959,1.09664,0.5093,0.87775,0.000660299,0.000660299,0.000660299
63,71485.9,1.07183,0.51219,0.87676,0.99936,1,0.995,0.71204,1.05624,0.50066,0.87192,0.000643795,0.000643795,0.000643795
64,71499,1.05823,0.51303,0.8969,0.9994,1,0.995,0.70106,1.0676,0.49833,0.87599,0.000627292,0.000627292,0.000627292
65,71512.5,1.12102,0.51577,0.89104,0.99936,1,0.995,0.69994,1.09048,0.49528,0.87778,0.000610789,0.000610789,0.000610789
66,71525,1.09512,0.49844,0.89706,0.99904,1,0.995,0.71464,1.04055,0.48948,0.86867,0.000594286,0.000594286,0.000594286
67,71537.5,1.08658,0.49759,0.89771,0.99833,1,0.995,0.69123,1.07267,0.48878,0.87658,0.000577782,0.000577782,0.000577782
68,71550.2,1.07776,0.49735,0.88427,0.99901,1,0.995,0.70554,1.05242,0.48244,0.86807,0.000561279,0.000561279,0.000561279
69,71563.2,1.07473,0.4888,0.88781,0.99938,1,0.995,0.70193,1.05679,0.47674,0.87532,0.000544776,0.000544776,0.000544776
70,71578.5,1.05599,0.48856,0.88039,0.99952,1,0.995,0.69631,1.09101,0.49585,0.88496,0.000528272,0.000528272,0.000528272
71,71590.6,1.1173,0.50015,0.89677,0.99948,1,0.995,0.70666,1.09073,0.49328,0.87741,0.000511769,0.000511769,0.000511769
72,71602.5,1.0808,0.4959,0.89717,0.99939,1,0.995,0.70488,1.06923,0.48564,0.87207,0.000495266,0.000495266,0.000495266
73,71614.6,1.10305,0.50313,0.90114,0.99928,1,0.995,0.70136,1.0785,0.49015,0.87212,0.000478762,0.000478762,0.000478762
74,71626.6,1.05131,0.48255,0.88685,0.99945,1,0.995,0.71502,1.05892,0.4753,0.87218,0.000462259,0.000462259,0.000462259
75,71638.5,1.12404,0.49946,0.9078,0.99943,1,0.995,0.71421,1.03693,0.46203,0.86768,0.000445756,0.000445756,0.000445756
76,71650.7,1.02112,0.46532,0.88763,0.99944,1,0.995,0.71022,1.07492,0.46817,0.86881,0.000429253,0.000429253,0.000429253
77,71662.7,1.06763,0.48126,0.88969,0.99939,1,0.995,0.72345,1.03705,0.47972,0.86857,0.000412749,0.000412749,0.000412749
78,71683.1,1.11218,0.5001,0.88381,0.99939,1,0.995,0.70692,1.06222,0.48087,0.87132,0.000396246,0.000396246,0.000396246
79,71736.2,1.0337,0.47648,0.87819,0.99935,1,0.995,0.7207,1.03492,0.47154,0.86481,0.000379743,0.000379743,0.000379743
80,71785.2,1.05878,0.48203,0.89494,0.99945,1,0.995,0.72412,1.039,0.46173,0.86771,0.000363239,0.000363239,0.000363239
81,71835.4,1.05792,0.47271,0.8792,0.99947,1,0.995,0.71187,1.06135,0.45791,0.87323,0.000346736,0.000346736,0.000346736
82,71884.4,1.02477,0.46212,0.88327,0.9995,1,0.995,0.71309,1.0856,0.46841,0.87548,0.000330233,0.000330233,0.000330233
83,71941.1,1.01805,0.46215,0.88277,0.99948,1,0.995,0.71182,1.07306,0.46927,0.87344,0.000313729,0.000313729,0.000313729
84,71994.5,1.05059,0.47966,0.89467,0.99946,1,0.995,0.69497,1.07828,0.47362,0.87455,0.000297226,0.000297226,0.000297226
85,72046.9,1.05443,0.47431,0.8729,0.99943,1,0.995,0.70033,1.08271,0.47263,0.87076,0.000280723,0.000280723,0.000280723
86,72104.1,1.04219,0.46265,0.88972,0.99951,1,0.995,0.69793,1.11878,0.47614,0.87539,0.00026422,0.00026422,0.00026422
87,72158.2,1.01958,0.46177,0.87384,0.99954,1,0.995,0.7099,1.06433,0.46501,0.87186,0.000247716,0.000247716,0.000247716
88,72182.4,1.02823,0.46096,0.88073,0.99955,1,0.995,0.71568,1.03251,0.46394,0.86644,0.000231213,0.000231213,0.000231213
89,72238.3,1.03397,0.49744,0.87289,0.99954,1,0.995,0.71043,1.03995,0.45884,0.8666,0.00021471,0.00021471,0.00021471
90,72294.4,1.03626,0.46018,0.89449,0.99947,1,0.995,0.707,1.0513,0.45432,0.86778,0.000198206,0.000198206,0.000198206
91,72346.2,1.02368,0.45127,0.91286,0.99947,1,0.995,0.71422,1.05755,0.45605,0.87045,0.000181703,0.000181703,0.000181703
92,72397.2,1.01968,0.45219,0.89306,0.99944,1,0.995,0.71382,1.06727,0.45511,0.87283,0.0001652,0.0001652,0.0001652
93,72449.1,0.99372,0.44898,0.8939,0.99944,1,0.995,0.71539,1.05665,0.45586,0.86999,0.000148696,0.000148696,0.000148696
94,72503.8,1.00207,0.44738,0.89497,0.9994,1,0.995,0.72043,1.05558,0.45961,0.869,0.000132193,0.000132193,0.000132193
95,72557.2,0.97743,0.44432,0.89659,0.99934,1,0.995,0.71235,1.04626,0.45736,0.86724,0.00011569,0.00011569,0.00011569
96,72591,0.99802,0.4477,0.8889,0.99932,1,0.995,0.71632,1.04104,0.45627,0.86702,9.91865e-05,9.91865e-05,9.91865e-05
97,72647.6,0.99219,0.44919,0.88861,0.9993,1,0.995,0.71813,1.04005,0.45623,0.86806,8.26832e-05,8.26832e-05,8.26832e-05
98,72697.1,0.97985,0.43872,0.88399,0.99925,1,0.995,0.71662,1.03483,0.45529,0.86783,6.61799e-05,6.61799e-05,6.61799e-05
99,72749.2,0.98742,0.44455,0.88286,0.99928,1,0.995,0.717,1.03707,0.45502,0.86738,4.96766e-05,4.96766e-05,4.96766e-05
100,72800.9,0.99557,0.44201,0.89634,0.99932,1,0.995,0.71926,1.03019,0.45146,0.86602,3.31733e-05,3.31733e-05,3.31733e-05
