epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,88.3624,1.17684,1.96105,0.96509,0.01279,0.57028,0.46914,0.30713,1.00424,2.99197,0.92388,0.000467173,0.000467173,0.000467173
2,170.857,1.00144,0.8875,0.91275,0.9788,0.55204,0.6418,0.39368,0.99643,1.74145,0.91575,0.000934166,0.000934166,0.000934166
3,253.301,0.93891,0.78344,0.90058,0.84233,0.65005,0.69399,0.44054,0.94969,0.86337,0.93158,0.00139173,0.00139173,0.00139173
4,336.43,0.96269,0.76635,0.89634,0.77554,0.70355,0.70629,0.44049,0.93667,0.7839,0.9242,0.00138656,0.00138656,0.00138656
5,416.91,0.92687,0.69598,0.89545,0.67691,0.68712,0.64612,0.41334,0.89039,0.72757,0.9084,0.00137241,0.00137241,0.00137241
6,497.327,0.90106,0.64595,0.88763,0.78091,0.74833,0.77232,0.5019,0.85106,0.65175,0.89099,0.00135826,0.00135826,0.00135826
7,579.62,0.92057,0.62846,0.89025,0.81645,0.72477,0.74135,0.46915,0.87142,0.63137,0.89918,0.00134412,0.00134412,0.00134412
8,662.245,0.89069,0.59189,0.88312,0.80676,0.72572,0.73449,0.45874,0.86585,0.62454,0.90216,0.00132997,0.00132997,0.00132997
9,745.842,0.90048,0.60303,0.88173,0.84044,0.73693,0.79617,0.50062,0.86864,0.61561,0.90112,0.00131582,0.00131582,0.00131582
10,831.194,0.87318,0.56117,0.87843,0.89076,0.76892,0.82095,0.53662,0.83411,0.55832,0.8784,0.00130168,0.00130168,0.00130168
11,918.019,0.86967,0.54177,0.87854,0.81422,0.76803,0.77582,0.51045,0.85206,0.57418,0.88859,0.00128753,0.00128753,0.00128753
12,1005.14,0.85961,0.53078,0.8762,0.82144,0.78199,0.80284,0.50615,0.84595,0.54653,0.88832,0.00127338,0.00127338,0.00127338
13,1092,0.87569,0.52329,0.87878,0.87729,0.80263,0.8271,0.54195,0.83787,0.51312,0.88515,0.00125923,0.00125923,0.00125923
14,1183.62,0.8741,0.51233,0.88068,0.90939,0.81803,0.85497,0.53766,0.82001,0.49607,0.88195,0.00124509,0.00124509,0.00124509
15,1271.5,0.82226,0.46779,0.86579,0.91248,0.83255,0.84396,0.54431,0.83977,0.49284,0.88858,0.00123094,0.00123094,0.00123094
16,1358.03,0.83298,0.50567,0.87037,0.90656,0.85272,0.86691,0.57083,0.7886,0.46749,0.86813,0.00121679,0.00121679,0.00121679
17,1444.89,0.84176,0.49977,0.86578,0.87599,0.8104,0.81663,0.55492,0.82889,0.4981,0.88084,0.00120265,0.00120265,0.00120265
18,1531.46,0.84377,0.50237,0.86798,0.85642,0.83542,0.85121,0.55657,0.81407,0.4842,0.88373,0.0011885,0.0011885,0.0011885
19,1617.84,0.82182,0.48254,0.8643,0.86985,0.85595,0.85056,0.55411,0.86282,0.4778,0.89478,0.00117435,0.00117435,0.00117435
20,1704.16,0.82997,0.4732,0.86882,0.89586,0.86188,0.87786,0.57349,0.79947,0.46922,0.87569,0.00116021,0.00116021,0.00116021
21,1791.52,0.81676,0.46829,0.86549,0.90806,0.87565,0.89047,0.58656,0.80764,0.44883,0.87409,0.00114606,0.00114606,0.00114606
22,1879.07,0.79664,0.43919,0.86199,0.92253,0.85056,0.8862,0.58592,0.78436,0.44704,0.87044,0.00113191,0.00113191,0.00113191
23,1965.42,0.80455,0.43894,0.8624,0.85775,0.86304,0.85485,0.56429,0.81823,0.43925,0.88354,0.00111776,0.00111776,0.00111776
24,2055.03,0.81428,0.46503,0.86536,0.85164,0.83299,0.84768,0.56473,0.78633,0.44046,0.87389,0.00110362,0.00110362,0.00110362
25,2145.88,0.78688,0.43592,0.85616,0.85376,0.81756,0.8346,0.56013,0.807,0.47299,0.87848,0.00108947,0.00108947,0.00108947
26,2236.51,0.7945,0.44521,0.8583,0.93878,0.8637,0.86892,0.58658,0.80662,0.42798,0.87783,0.00107532,0.00107532,0.00107532
27,2329.48,0.78436,0.43879,0.85591,0.89804,0.86382,0.89014,0.58729,0.80406,0.43605,0.87655,0.00106118,0.00106118,0.00106118
28,2421.98,0.7885,0.42985,0.85414,0.9254,0.86867,0.88984,0.60168,0.77604,0.42352,0.86363,0.00104703,0.00104703,0.00104703
29,2513.82,0.78831,0.43014,0.85391,0.87805,0.87682,0.87972,0.58878,0.79967,0.43131,0.87854,0.00103288,0.00103288,0.00103288
30,2605.6,0.80295,0.43401,0.86123,0.92045,0.88138,0.88122,0.59127,0.77948,0.43502,0.87287,0.00101873,0.00101873,0.00101873
31,2704.8,0.77161,0.41816,0.85469,0.92273,0.8613,0.87525,0.59611,0.76327,0.4065,0.87363,0.00100459,0.00100459,0.00100459
32,2798.64,0.76301,0.42402,0.8569,0.91242,0.84991,0.87985,0.59516,0.76559,0.41638,0.8661,0.00099044,0.00099044,0.00099044
33,2891.78,0.76473,0.41507,0.85372,0.87737,0.84872,0.8648,0.5841,0.81365,0.42557,0.87826,0.000976293,0.000976293,0.000976293
