epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,87.652,1.17915,2.07033,0.96971,0.01014,0.4772,0.38092,0.28483,1.00434,2.90498,0.93324,0.00046641,0.00046641,0.00046641
2,168.326,1.01251,0.98182,0.92433,0.95871,0.41742,0.56959,0.3612,1.1174,1.76007,0.95803,0.00093341,0.00093341,0.00093341
3,250.503,0.96593,0.82157,0.90306,0.97785,0.63848,0.69255,0.39616,1.03735,0.87688,0.95221,0.00139098,0.00139098,0.00139098
4,338.691,0.98781,0.80235,0.90906,0.74831,0.70445,0.71188,0.43825,0.948,0.77817,0.94231,0.00138656,0.00138656,0.00138656
5,423.192,0.94537,0.76004,0.90594,0.96008,0.61112,0.70991,0.43398,0.96522,0.79577,0.95318,0.00137241,0.00137241,0.00137241
6,507.558,0.88695,0.66455,0.89848,0.81684,0.7014,0.73908,0.45592,0.95246,0.71538,0.93319,0.00135826,0.00135826,0.00135826
7,592.392,0.90599,0.64231,0.89734,0.83109,0.80018,0.82207,0.52195,0.87133,0.64728,0.9074,0.00134412,0.00134412,0.00134412
8,674.943,0.8773,0.61355,0.89177,0.80523,0.75769,0.78838,0.52951,0.84867,0.63697,0.90235,0.00132997,0.00132997,0.00132997
9,758.299,0.86355,0.59181,0.88592,0.84148,0.76395,0.77723,0.46858,0.90664,0.59638,0.9229,0.00131582,0.00131582,0.00131582
10,840.984,0.86912,0.58156,0.88807,0.85193,0.8011,0.82256,0.51839,0.8443,0.57567,0.9,0.00130168,0.00130168,0.00130168
11,926.112,0.84623,0.54143,0.88293,0.88084,0.79874,0.8069,0.53175,0.84612,0.55456,0.90785,0.00128753,0.00128753,0.00128753
12,1009.57,0.84239,0.52577,0.88208,0.88986,0.77397,0.78723,0.52611,0.83446,0.56301,0.89572,0.00127338,0.00127338,0.00127338
