epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,2531.86,0.8077,0.42669,0.85878,0.86367,0.84214,0.85487,0.56019,0.83305,0.46745,0.8858,0.00099044,0.00099044,0.00099044
33,2595.56,0.80148,0.42881,0.86152,0.96053,0.80324,0.86548,0.57813,0.81584,0.45041,0.88284,0.000976293,0.000976293,0.000976293
34,2659.72,0.80826,0.41637,0.86256,0.91286,0.83572,0.83934,0.57553,0.84657,0.44213,0.88919,0.000962146,0.000962146,0.000962146
35,2723.67,0.80509,0.41823,0.85748,0.96416,0.82813,0.88538,0.58092,0.84444,0.44701,0.88902,0.000947999,0.000947999,0.000947999
36,2787.55,0.80208,0.41622,0.86094,0.96439,0.85787,0.88884,0.59799,0.81782,0.4287,0.88227,0.000933851,0.000933851,0.000933851
37,2852.21,0.79593,0.41378,0.85472,0.94041,0.86871,0.8955,0.5951,0.83417,0.43442,0.88626,0.000919704,0.000919704,0.000919704
38,2916.27,0.80203,0.41152,0.86437,0.96876,0.83408,0.87685,0.58476,0.81464,0.42184,0.88576,0.000905557,0.000905557,0.000905557
39,2982.37,0.79493,0.40941,0.86174,0.90505,0.86056,0.85524,0.58431,0.81357,0.41825,0.88327,0.00089141,0.00089141,0.00089141
40,3053.24,0.81209,0.41172,0.86274,0.9586,0.86567,0.88788,0.58385,0.81431,0.41189,0.8859,0.000877263,0.000877263,0.000877263
41,3118.8,0.8044,0.40422,0.86369,0.94946,0.86174,0.87132,0.56802,0.82585,0.42881,0.8879,0.000863116,0.000863116,0.000863116
42,3182.74,0.80523,0.40814,0.86158,0.94984,0.87748,0.88958,0.58003,0.83977,0.42485,0.8904,0.000848969,0.000848969,0.000848969
43,3248.18,0.79633,0.41294,0.85823,0.95204,0.85571,0.87221,0.58239,0.78861,0.40715,0.87974,0.000834822,0.000834822,0.000834822
44,3311.95,0.79857,0.4051,0.85728,0.91445,0.85038,0.85778,0.57346,0.80466,0.41283,0.88409,0.000820675,0.000820675,0.000820675
45,3375.71,0.79318,0.39939,0.85525,0.95564,0.88832,0.90763,0.5855,0.84549,0.42813,0.89218,0.000806528,0.000806528,0.000806528
46,3440.61,0.76432,0.38847,0.85288,0.9805,0.86462,0.88719,0.58814,0.81222,0.39789,0.8836,0.00079238,0.00079238,0.00079238
47,3505.2,0.79248,0.40255,0.86112,0.94434,0.86393,0.86317,0.60007,0.80473,0.41022,0.88158,0.000778233,0.000778233,0.000778233
48,3569.02,0.78831,0.39678,0.85552,0.9119,0.83522,0.85684,0.57314,0.81745,0.42354,0.88563,0.000764086,0.000764086,0.000764086
49,3633.19,0.7788,0.38692,0.8575,0.96902,0.86562,0.8852,0.5826,0.83561,0.40713,0.88579,0.000749939,0.000749939,0.000749939
50,3696.65,0.7559,0.38182,0.85248,0.93126,0.84496,0.84809,0.58895,0.80715,0.39935,0.88097,0.000735792,0.000735792,0.000735792
51,3760.28,0.78791,0.3861,0.85641,0.96364,0.86393,0.8886,0.59104,0.837,0.41157,0.88814,0.000721645,0.000721645,0.000721645
52,3823.9,0.79878,0.39162,0.85557,0.95724,0.86372,0.88067,0.57816,0.81338,0.40067,0.88375,0.000707498,0.000707498,0.000707498
53,3887.89,0.75659,0.37775,0.84815,0.96256,0.86197,0.88096,0.59159,0.81564,0.40047,0.88483,0.000693351,0.000693351,0.000693351
54,3952.2,0.7472,0.38008,0.85119,0.93099,0.85908,0.87201,0.60259,0.79941,0.3958,0.88001,0.000679204,0.000679204,0.000679204
55,4018.04,0.7827,0.39947,0.85834,0.9348,0.86179,0.86536,0.59132,0.79724,0.39983,0.87518,0.000665057,0.000665057,0.000665057
56,4082.68,0.75313,0.37594,0.85213,0.9434,0.85954,0.8766,0.57385,0.81701,0.41675,0.88144,0.000650909,0.000650909,0.000650909
57,4148.78,0.76986,0.38697,0.85021,0.96477,0.87206,0.88806,0.57559,0.82961,0.4026,0.88255,0.000636762,0.000636762,0.000636762
58,4214.42,0.76989,0.39164,0.85734,0.95801,0.87054,0.89397,0.58913,0.81307,0.40155,0.88323,0.000622615,0.000622615,0.000622615
59,4278.73,0.76595,0.37449,0.84832,0.88321,0.84767,0.86427,0.58665,0.79157,0.40375,0.88466,0.000608468,0.000608468,0.000608468
60,4342.49,0.76212,0.38029,0.85584,0.96509,0.88019,0.89295,0.58848,0.80518,0.38663,0.88375,0.000594321,0.000594321,0.000594321
61,4406.66,0.75011,0.36673,0.84692,0.93643,0.8594,0.8752,0.57051,0.86517,0.40266,0.89285,0.000580174,0.000580174,0.000580174
62,4471.36,0.76319,0.36778,0.85071,0.92961,0.87748,0.88042,0.59395,0.80497,0.39516,0.87992,0.000566027,0.000566027,0.000566027
63,4535.38,0.75894,0.3736,0.85213,0.94716,0.87995,0.88772,0.58886,0.80251,0.38707,0.87557,0.00055188,0.00055188,0.00055188
64,4599.55,0.76159,0.36437,0.85109,0.9601,0.87605,0.88742,0.59161,0.79534,0.38397,0.87658,0.000537733,0.000537733,0.000537733
65,4663.7,0.75311,0.36494,0.84728,0.95496,0.89289,0.90624,0.59999,0.80426,0.37935,0.88293,0.000523586,0.000523586,0.000523586
66,4728.39,0.73963,0.36618,0.85581,0.96764,0.88866,0.89824,0.5905,0.823,0.38707,0.88684,0.000509438,0.000509438,0.000509438
67,4792.39,0.71943,0.35583,0.83935,0.95865,0.86263,0.88167,0.57472,0.81303,0.39362,0.88685,0.000495291,0.000495291,0.000495291
68,4856.77,0.75563,0.35724,0.84488,0.95427,0.87233,0.88576,0.5653,0.82897,0.38883,0.89282,0.000481144,0.000481144,0.000481144
69,4920.54,0.75063,0.36447,0.84845,0.88856,0.86483,0.87051,0.5911,0.78842,0.38635,0.87773,0.000466997,0.000466997,0.000466997
70,4984.6,0.7402,0.3574,0.84703,0.93447,0.82642,0.85649,0.59658,0.77545,0.38066,0.87093,0.00045285,0.00045285,0.00045285
71,5050.85,0.74025,0.36319,0.84512,0.95575,0.87513,0.89453,0.60202,0.80544,0.37969,0.88,0.000438703,0.000438703,0.000438703
72,5117.49,0.73671,0.35885,0.84762,0.96522,0.8665,0.89519,0.60769,0.78793,0.37847,0.87758,0.000424556,0.000424556,0.000424556
73,5181.48,0.70603,0.3482,0.84164,0.95547,0.87279,0.88148,0.60438,0.777,0.37328,0.87292,0.000410409,0.000410409,0.000410409
74,5244.98,0.73899,0.3611,0.85088,0.95338,0.86876,0.88075,0.60043,0.80938,0.37862,0.87846,0.000396262,0.000396262,0.000396262
75,5308.75,0.73116,0.34635,0.8445,0.96714,0.88134,0.90324,0.6065,0.79873,0.37791,0.87604,0.000382115,0.000382115,0.000382115
76,5372.69,0.73382,0.34675,0.85361,0.9573,0.86524,0.88197,0.59934,0.79154,0.37674,0.87672,0.000367967,0.000367967,0.000367967
77,5436.64,0.72083,0.34458,0.84644,0.95819,0.88318,0.8947,0.59159,0.81098,0.38028,0.88178,0.00035382,0.00035382,0.00035382
78,5500.57,0.7316,0.34941,0.84692,0.95738,0.8812,0.90302,0.59121,0.81183,0.36772,0.8849,0.000339673,0.000339673,0.000339673
79,5564.8,0.71647,0.3433,0.84452,0.95927,0.87379,0.8869,0.58295,0.8047,0.36706,0.88332,0.000325526,0.000325526,0.000325526
80,5628.55,0.73666,0.34723,0.85141,0.94589,0.87514,0.8837,0.60278,0.78012,0.36623,0.87514,0.000311379,0.000311379,0.000311379
81,5692.51,0.71952,0.34095,0.84702,0.95386,0.87675,0.89222,0.60646,0.79046,0.37137,0.87724,0.000297232,0.000297232,0.000297232
82,5756.72,0.72359,0.34032,0.83991,0.94783,0.86951,0.88661,0.60122,0.78659,0.35974,0.87396,0.000283085,0.000283085,0.000283085
83,5822.11,0.70374,0.33976,0.83904,0.95333,0.8713,0.88778,0.60531,0.78042,0.35836,0.87479,0.000268938,0.000268938,0.000268938
84,5885.82,0.72475,0.34106,0.85035,0.96261,0.87501,0.88988,0.60693,0.8047,0.36937,0.87694,0.000254791,0.000254791,0.000254791
85,5951.37,0.70304,0.34003,0.83869,0.96246,0.8736,0.89075,0.59857,0.80458,0.36271,0.87781,0.000240644,0.000240644,0.000240644
86,6017.47,0.72674,0.33827,0.84159,0.95629,0.87596,0.88975,0.60133,0.8028,0.36861,0.8767,0.000226497,0.000226497,0.000226497
87,6081.29,0.71878,0.33687,0.83844,0.95861,0.86664,0.88843,0.60165,0.78495,0.36047,0.87512,0.000212349,0.000212349,0.000212349
88,6144.84,0.72546,0.33766,0.84243,0.9529,0.87116,0.88637,0.59662,0.79496,0.35918,0.87779,0.000198202,0.000198202,0.000198202
89,6208.47,0.71716,0.33817,0.84657,0.96548,0.87313,0.88952,0.59863,0.78783,0.35664,0.87886,0.000184055,0.000184055,0.000184055
90,6272.33,0.71116,0.33248,0.84217,0.96475,0.86779,0.88723,0.59597,0.79848,0.35314,0.8805,0.000169908,0.000169908,0.000169908
91,6334.89,0.72355,0.32808,0.84182,0.95125,0.87487,0.88065,0.582,0.79662,0.35953,0.88164,0.000155761,0.000155761,0.000155761
92,6397.18,0.71251,0.32676,0.84401,0.92945,0.88036,0.89003,0.59063,0.79117,0.35807,0.87623,0.000141614,0.000141614,0.000141614
93,6459.72,0.71371,0.32481,0.83965,0.93731,0.88311,0.88234,0.59876,0.79728,0.36329,0.87342,0.000127467,0.000127467,0.000127467
94,6522.21,0.71909,0.3227,0.84773,0.94819,0.8699,0.87921,0.60746,0.77745,0.35328,0.87184,0.00011332,0.00011332,0.00011332
95,6584.53,0.71056,0.31977,0.83555,0.94279,0.88518,0.8906,0.60965,0.76547,0.34851,0.86693,9.91726e-05,9.91726e-05,9.91726e-05
96,6647.19,0.70639,0.31535,0.83632,0.95873,0.86994,0.88696,0.61097,0.7788,0.34904,0.87005,8.50255e-05,8.50255e-05,8.50255e-05
97,6709.56,0.69998,0.31908,0.83817,0.96733,0.878,0.89577,0.61042,0.77677,0.3474,0.8703,7.08784e-05,7.08784e-05,7.08784e-05
98,6771.94,0.71015,0.31683,0.84009,0.95991,0.87385,0.89075,0.60272,0.78489,0.34834,0.87251,5.67313e-05,5.67313e-05,5.67313e-05
99,6835.43,0.7208,0.31748,0.84567,0.96867,0.86548,0.89188,0.60539,0.77599,0.34884,0.87073,4.25842e-05,4.25842e-05,4.25842e-05
100,6900.65,0.70515,0.31372,0.83846,0.93326,0.88598,0.88857,0.6046,0.77116,0.34632,0.86981,2.84371e-05,2.84371e-05,2.84371e-05
